Gene Symbol	Output	NSG	WT	IO
Cdk9	0.7261166790977233	-0.559510306016794	0.4006532230510314	0.2922276927424638
Cdyl	0.46755323849149827	-0.24945413462222152	-0.13850876977557025	-0.8270005435528125
Cdyl2	0.1533513309027618	-0.06828847435008349	0.12324489515443292	0.25626176655370875
Cecr2	0.29096741310408786	-0.17976167214167318	0.0889313498710571	0.16011774360678135
Cenpa	0.08311361542601407	-0.15794016531507485	-0.18074839684825952	-0.37180366900606304
Cenpc1	-0.1060057655585787	0.23754450066509566	0.33185379491812056	0.46275375104591093
Chaf1a	-0.1437245586961201	0.4684220815025273	-0.4213873432313418	0.03740583501232662
Chaf1b	0.14585821174440397	-0.3788551603262269	0.5214561089297033	0.3039165986601353
Chd1	0.3790313833180468	0.1449686219679284	-0.6677083268856195	-0.43551610926922985
Chd1l	0.02796366654161157	0.524168900486493	-0.018353180904228477	0.1527512877999984
Chd2	-0.5017122681329186	0.004933450146270668	0.2440248896870374	0.42537825219909275
Chd3	-0.08566117277253317	0.005864241479043519	0.009814124068444655	0.019670716220024354
Chd4	0.4868893609886553	-1.0482794835201643	-0.47315325587336493	-0.17687513475564973
Chd5	-0.051626738375395054	-0.010638380425208463	0.38042901276950825	0.24009483083418373
Chd6	-0.34809045675513034	0.3030299957105329	-0.03507233739576889	-0.16372975597672376
Chd7	-0.13288743774637593	0.23739993432713832	0.05996851826698796	0.3685732478775246
Chd8	0.17800916927441743	-1.062572712397092	0.24149629325321173	0.004461712926955019
Chd9	0.19340234038630197	0.07873039294727573	0.05905172758082595	0.01610204829579101
Chek1	0.6631826146959275	-0.2766982145833327	0.45328792812595137	-0.026949560652882232
Chrac1	-0.37509776196446604	0.6234822264822061	-0.0651956383098565	-0.24337274750765917
Chtop	-0.25051494974285654	0.2981108925106125	-0.007618244179645471	0.1380903646579951
Chuk	-0.013762549572847468	-0.09994468580504874	0.4903786990902433	0.8654217367606715
Cir1	-0.7504939792652848	0.13985567844637223	0.2730185782322384	0.2579504296152773
Cit	0.09439004469197566	0.019165547149903525	0.004504591829546138	-0.207352271460143
Clns1a	0.2900318922724864	-0.27791473052523047	-0.0711615737553577	0.1174176886085984
Clock	-0.10771308048553878	0.26987042162994346	0.20281256129934508	-0.060775073767861655
Cop1	-0.09965283722523953	0.0012727693600795658	-0.07158008068152218	-0.012451943608331184
Coro2a	-0.15073911600876935	0.2490751045796621	-0.042310025364541516	0.04580489289251772
Crb2	-0.06748411780455268	0.1306160191663319	0.06641759072033779	-0.03418188931600904
Crebbp	0.09275836855546754	0.26253353079960273	-0.21975978289111409	-0.4290984909330275
Csnk2a1	-0.8616780948208399	-0.8485269696204439	0.16854383517940996	-0.19651507755769504
Csnk2a3	-0.7341559942326692	-1.0707288714509864	0.32976441216752894	0.036769040494797234
Cstf1	-0.6237014507197861	0.10400918917678843	0.5152257008102364	0.33040056538618495
Ctbp1	-0.25772875715814725	0.11500522590748628	0.2315600128154979	-0.3003088911646071
Ctbp2	-0.16840344606353733	0.3151369791145964	0.43494614920067365	0.16702392404697153
Ctcf	0.17341463583302066	-0.6642448540692305	-0.16029985964179805	-0.5665785447381442
Ctcfl	-0.012537807274915583	-0.16490944053595152	0.3281101148048757	0.3080038349209298
Ctr9	0.9455652585641032	-0.18614172160101536	-0.46486122463207297	-0.34732631176845724
Cul1	-0.21632676860751676	0.8253281526350468	-0.15085625463913124	-0.27652022211093796
Cul2	-0.7521433784656472	0.7922851232142941	-0.02377591682521892	-0.3480303088764642
Cul3	0.029794103231687002	0.5842376982290222	0.2173881231031002	-0.4317345434152769
Cul4a	0.3073834685968129	-0.309575860980243	0.13214704854663642	-0.011580235295265473
Cul4b	0.4783602083391764	-0.09441543018750731	0.16221625087040703	0.09906922821810878
Cul5	0.05369894221896202	-1.0209688964294494	-0.4153007116855237	-0.6276565720943041
Cxxc1	-0.17662050977314606	-0.02246137390934505	-0.4276789972338606	-0.7751540907198073
Dapk3	-0.03346267080398605	0.8764999833473487	-0.46510015789510356	-0.49986981241342404
Daxx	-0.29576464098245037	-0.25034855613982127	0.03693407063275434	0.14421068292321107
Ddb1	0.34682919762282194	0.06941296885798447	-0.14011662519439602	0.15757456593437827
Ddb2	-0.11792790602429531	0.2173856877662411	0.3138627441774171	0.36518876781054405
Ddx1	-0.11038445227510729	0.21699520127524832	0.22888394365185727	0.6953567385002734
Ddx10	0.7298571872101308	-0.7347345814624697	-0.10546700226730461	-0.39340285734763353
Ddx17	-0.6375818940940915	0.49462502901288913	-0.15397612329672417	-0.36608755367525697
Ddx18	-0.15811813771627345	-0.9711230225843502	-0.19844432865584036	0.026922531088241868
Ddx21	0.28466075099054383	-0.6071729698302094	-0.1258742589863154	0.2956239270121534
Ddx23	-0.1395026875335275	-0.10591996856238713	0.1700006465099926	-0.07834965685364338
Ddx24	0.25395838944601207	-0.1338627284215698	-0.340253836370983	-0.07831946042813022
Ddx27	0.03686153881982649	-0.302168238578556	-0.17262098379593138	0.21875021999239527
Ddx28	-0.5099383349666963	0.3404725801691881	-0.023477176216990803	0.16198466565191472
Ddx31	-0.37513085761711246	-0.12959448012853744	-0.22430030358669426	0.16486535656096424
Ddx39	-0.5813181528252814	0.42675455850708616	-0.04536569927957307	-0.3612115470801523
Ddx3x	0.4198921584258381	-0.0044685058733164125	-0.12403057353067408	0.028961090565625014
Ddx41	-0.0099308422857071	0.1327789259469363	-0.5572423677786177	-0.5162563714437072
Ddx42	0.30372836917513335	-0.8368589399259058	0.5254270833394469	1.2630540370146974
Ddx46	0.42998474191397335	0.21155101572110624	-0.3786070906340937	-0.10820264210472996
Ddx47	0.49147921654575305	-0.20658666291153596	-0.3874421254429441	-0.3066425916574336
Ddx49	0.34476333524852426	-0.05243570573082564	-0.3529742209728639	-0.5599641839373874
Ddx50	-0.01482363937761049	-0.022327854074577866	-0.042331814996439676	0.2179815102067316
Ddx51	0.29501108513349894	-0.570003220749476	0.005208973369600615	0.9379290572758392
Ddx54	-0.6206663473819339	0.5372382583741316	-0.15179237753719366	0.47930345914775224
Ddx56	-0.3670771034051194	0.20807016101681222	-0.7015873744124143	-0.23746897024200667
Ddx6	-0.9944364932064075	0.4772295518429208	-0.41141271633604354	-0.2233784759692327
Dek	0.48942416372491476	-0.3460460086037238	-0.12188500731623764	-0.5435537582724891
Dhx15	-0.343199620510731	-0.04897185654130295	-0.6205009259326916	-0.023074984725898123
Dhx29	-0.7688942872477919	-0.6963749551818129	0.0026619390769624753	-0.12529900081443868
Dhx30	-0.525713004597138	-0.7004416311600771	0.5740077097385095	0.23801970296925598
Dhx33	0.5626266257637306	-0.5910499850888931	-0.5347061850358196	-0.2673613965928232
Dhx34	0.2471122353912755	0.026169135629948836	-0.07287190537171567	-0.06935339012567387
Dhx36	-0.027835090852960948	0.08844304551190758	-0.6718176643144158	-0.4875159533351469
Dhx57	0.021985910997254925	0.012839433722248333	0.0976343602121905	0.2666163831384314
Dhx8	-0.236256303534201	-0.3429532636146841	0.6684155781449177	0.21949784259687152
Dhx9	-0.15678906505606785	-0.3121528828515076	-0.10392666748252981	-0.29263677042090414
Dido1	0.5944676085408254	-0.007513631303912509	-0.3567880412117906	-0.8782435771956694
Dmap1	0.1991114133856465	0.09548864689807109	-0.17775137643207115	0.41479939807809263
Dnajc1	0.1876680866088484	0.0557842486622292	0.14278615489396462	0.08146504017975649
Dnajc2	-0.10023463389810335	-0.031191634808677593	0.19206565682403065	0.4780346715488875
Dnd1	-0.04423921678640911	0.04907891673170961	0.3108153842807847	0.42308569063325546
Dnmt1	0.26062825456944405	0.19432778402674486	-0.8191728313944621	-0.8569031946683258
Dnmt3a	-0.18594908032683843	-0.011232233617336551	0.3015114364999853	0.37577000241722397
Dnmt3b	0.027871426849863306	0.17375096340674537	0.1759459739152751	0.3250699602693534
Dnmt3l	-0.10426075770583292	0.4554910163805526	0.04165198218226648	-0.06398594801119085
Dnttip2	0.030798121859931065	-0.567355829521321	0.23841291677925916	0.18802049185036462
Dot1l	0.5103041141356736	-0.3302858145666438	-0.13504034698334322	0.22773030398591443
Dpf1	0.14210591170187906	-0.18689779196308906	0.28790501699058413	0.138699454752261
Dpf2	0.026151006242871772	0.8706941148985085	0.07259223246601149	-0.39589455324290945
Dpf3	0.14591483519464687	-0.36957984405820743	0.24407317078168275	0.25991205189458183
Dppa3	0.12301210912748273	0.26924355313120735	-0.0817147769914361	0.04604265291202509
Dppa3-ps	0.2618444365515766	0.16140223656106412	-0.13606879617365114	0.07939960846020742
Dpy30	0.21107800509375252	0.27219283906457475	-0.06490868954173128	0.09321095891827828
Dr1	-0.7196902079934574	0.02439377406184558	-0.2537496132549893	-0.6284524015550651
Dtx3l	0.29165537486284104	-0.3230480492868932	-0.21049528038715995	-0.37985421644640077
Dzip3	0.22692541999258534	-0.04573836160440827	0.2774661601779134	0.2568314557048798
E230016M11Rik	0.5848886582674607	-0.2983757804926812	0.3100947324135809	-0.02870695855644942
E2f6	0.22537455843616647	-0.1101051222206539	-0.6619483020249118	-0.2770151804675465
Eed	-1.0790089115471642	0.6449971375951463	-1.455308314500036	-1.6010014648720567
Eef1akmt3	-0.15407180007401985	0.013169806626690594	0.1549077212487389	0.2734836744462345
Eef1aknmt	0.01218810377539821	0.10291389828216536	-0.04232123288351266	-0.02062698626906098
Ehmt1	-0.44941066180866057	0.3379552462967015	-0.4212929133370403	-0.472584073984964
Ehmt2	-0.4006182835627867	0.16964789563536511	-0.21339515955285582	-0.5406450238977306
Eid1	0.12481075403002384	0.06310613236882225	0.05896751755581372	0.3671110899075944
Eid2	0.14976666196325197	-0.04906008367521122	0.04382678485148669	0.4055302992809772
Eid2b	0.08855323729141686	-0.04553976147431855	0.10663162390477864	0.2787658655009692
Eif4a-ps4	0.41678828926636236	-1.3996274286547679	-0.03504777596396691	0.5539473516161961
Eif4a1	-0.686399098319499	-1.0167703197620976	0.30844399933892186	0.3522996910812206
Eif4a2	-0.1251492322919028	0.43930703244431024	-0.10163272918539369	-0.30740429399716807
Eif4a3	0.5207423027991145	-0.46334310048343125	-0.5209539240289436	0.2943628247835157
Elp2	-0.3621456292025367	0.38660041144992996	0.4831825506843188	0.27636899149295474
Elp3	-1.0991273153743661	-0.055243854189200935	-0.08367646274081035	0.28339242501587103
Elp4	-0.33642833447498727	0.39920954865625524	-0.40380950989793657	-0.11911501856449501
Elp5	-1.0452040042266544	0.11701598284191668	0.1720756578142321	0.09819123858440726
Elp6	-0.03288772708193947	-0.24640710928502754	0.15551953082651462	0.1825297602798112
Eny2	0.29099024958937836	0.2244688688816583	0.3699040714552358	0.278324260936001
Ep300	0.21710143710937466	-0.2685266564835423	-0.7140029029697433	-1.2308650878377794
Ep400	-0.49869661684732614	0.6902525797705236	-0.3455888851377371	-0.11188253498341383
Epc1	-0.841957467322243	0.6225319043537877	-0.33563177709639086	-0.3693027003730607
Epc2	-0.6596999190567782	0.3312685472295266	0.08118996140363888	0.03336068297431192
Erbb4	0.09275304807365904	-0.043734362999751246	0.18309148438762912	0.18409109736403084
Ercc6	-0.14114928643469438	0.25414163324900463	0.06732910369307112	0.1505353966660186
Esco1	0.2001781680370133	0.1316041854167307	0.058295151154676345	-0.026068128351882536
Esco2	-0.0733342076600399	-0.24963558870798433	-0.10650880714128187	0.10163533877823117
Etfbkmt	-0.022822381746232023	0.12260858466501738	-0.11491651658400116	0.06662166186106883
Exosc1	0.47750274569287804	0.5798563170927541	0.16321623149968423	-0.25393485154962386
Exosc2	-0.388210252108617	0.1168188613633762	0.27475966764751764	0.04630868511122813
Exosc3	0.5061295820561128	-0.8396424249743345	0.027061124359979576	0.5281928541630666
Exosc4	-0.1283798466283499	-0.2522342035501723	0.15731191290069557	0.4338492646197551
Exosc5	0.24162756504691765	-0.31006927088377834	0.11722935680350728	0.2932542163136396
Exosc6	0.5071237524466605	-0.4170672622764029	-0.07539855858654392	0.08221520796484312
Exosc7	-0.20801914980782144	-0.24182591648859586	0.25985496640322525	-0.17898497104542047
Exosc8	0.044767113367132495	-0.5450560232420258	0.2117374914389741	-0.18912305413865513
Exosc9	0.3938411082153035	0.23549664700639247	-0.4610639143022477	-0.13788747263032555
Eya1	-0.3945205817325966	0.5468133221482266	-0.06002060102070703	0.015745321471723372
Eya2	0.3451674719458558	-0.18230446986620108	0.26236452635548846	-0.009174269896312093
Eya3	-0.059483453975854306	-0.14766070915499369	0.1064966693071497	-0.0011289733804833678
Eya4	-0.24767037569971198	0.16818529544008057	0.23857627875284404	0.4707380104729368
Ezh1	0.020531258368986383	0.004704367872107124	-0.08646615380366911	0.1344501843158396
Ezh2	-0.9097364768424575	0.47267896426393574	-0.43243468944192154	-1.10691093539679
Fbl	-0.3267956441670777	-0.38478989220507537	0.6618337118660801	-0.051123120605213145
Fbrs	0.6728846262692386	-0.7783864249633542	0.169794717319759	0.1733939799415871
Fbrsl1	0.15136560567757448	0.1481177945889545	0.13513342337746484	-0.0048813505052502
Fbxl19	-0.24031434875535432	0.2203394061494993	0.1600947231167541	0.17460814307841466
Fbxw9	-0.08504312508938681	-0.151254561645635	0.2901222503621749	0.4239750343974145
Foxa1	-0.1378767049285585	0.1826085444190678	0.025487936438197727	0.035454027980633546
Foxo1	0.060336344839708865	-0.0028109440880283165	-0.0036604910652157513	-0.04114571865708152
Foxp1	-0.2757726029297267	0.34344802872955266	0.4545440171171058	0.1876514532609346
Foxp2	-0.12475023378342064	0.3691732767911655	0.04943433549111397	0.001036240721193164
Foxp3	-0.10100253649581614	0.26690009798407394	0.2868016607818992	0.07153212923266246
Foxp4	0.18905391525804863	0.3354227428421466	-0.05996424646727875	-0.04221746673196727
Gadd45a	0.7568600923888754	-0.3299592945481085	0.5048365013214118	0.17012450047323938
Gadd45b	0.1346821386443836	-0.004276665920617502	0.11714509323870537	0.06824046743510875
Gadd45g	-0.08178846000167043	0.2539339896641217	0.0223931875369338	-0.049478755721662805
Gatad1	-0.19849835473135272	-0.01863864636205692	0.3331118258360786	0.06062589760037318
Gatad2a	-0.24655628583183117	-0.027189157781501272	-0.3785454824924625	-0.5001272116851803
Gatad2b	-0.1720426741303934	0.11804431826148293	-0.40874928961365736	-0.7184504763975927
Gfi1	-0.051160416001636455	0.16370397652650223	0.09359816969726252	0.29224523247299117
Gfi1b	-0.22618617989656775	0.15752180248831457	0.196601771469475	0.548017848076241
Glyr1	0.03511595981606367	0.3867073133880683	-0.002339245223570624	-0.21491256541675488
Gm10093	0.6136820614344602	-0.35413555261223423	-0.19474218250608782	0.08175606976308407
Gm10257	0.2519617635876976	0.24615547752079792	-0.2834513425160754	-0.1734222098331566
Gm10706	0.15165930160690766	-0.05458296086562697	0.3292897017051003	0.5235060856101765
Gm11914	0.20191480209454288	-0.05936438822045553	0.15633536200183062	0.06649689900018199
Gm12261	-0.1610239403044338	-0.4984347155914184	-0.20590872616504985	0.8172847022199219
Gm12355	0.4683882524943752	-0.40613453173237324	-0.24243743075911706	-0.6401995711323023
Gm12387	0.3265328610784124	-0.05400893086482922	-0.12258342963600921	0.8163909748176458
Gm12463	0.6001486633633717	-0.47482185715820774	-0.5667116084320506	0.023915499858549683
Gm12657	1.495080173277469	-1.216213388567754	-0.15136497759597156	0.005918967197510838
Gm12722	0.5484279709111683	-0.34199883451966473	-0.001190619534906845	0.3125671485142576
Gm12957	-0.39155279780527885	-0.8544050357124047	0.03511341932932521	-0.024948842782377634
Gm13007	-1.9232974344223477	0.3029637184680789	0.05605081484608654	-0.37122616071142645
Gm13127	0.3381728801926134	-0.6121564808108533	0.24094653531142118	-0.1312509744835172
Gm13140	0.1366802149684534	-0.9195560153964522	0.16885875280956064	-0.3472591846511124
Gm13410	0.11177918096470929	-0.09862665849328289	-0.9107121829883393	-0.5071904440504609
Gm13427	0.19703528678961302	0.18010423937550435	-0.05313069633615353	0.3086939383121692
Gm14127	0.07915681417332765	-1.3644094939903122	0.7085360172759869	1.0019351000486503
Gm14176	-0.29923492828809134	0.1964417017855246	-0.45738204157909684	-0.08981377827962304
Gm14292	-0.758578753066307	0.40106544396298527	-0.6461763281594863	-0.9510517096210039
Gm14674	0.14010003892981232	-0.14025844658536252	0.09672310291986494	-0.012194474494174712
Gm14853	-0.8890765074377389	-0.8367297163985559	-0.5032271440363387	-0.4326783128869083
Gm15753	-0.1309202304232126	0.23188380555663723	-0.07343927612037449	-0.19024009985029527
Gm15927	-0.7024902336277347	0.5398440120451372	0.2346136086988778	-0.616304406076441
Gm16433	0.23064316329010812	-1.2648795538573456	-0.25458700881556445	0.2847378818977451
Gm16861	-0.11681254724371004	0.15798161918266437	0.32104632575492553	-0.4249271392802084
Gm19209	0.329544061406755	-0.5517827802603376	0.2314836274346594	-0.2965846880759
Gm20147	0.10062113825958141	-0.057843552867069103	-0.5683179947406756	-0.8110148624047131
Gm20517	0.04392722740270375	0.0828230836189849	0.19412997321884032	0.25860823773928565
Gm2058	0.31720372729892027	-0.014279734781212444	0.04787748636510378	-0.36122097599363034
Gm2059	0.5175866957837982	0.2949500308828492	-0.8384457996162826	-1.4608759956916835
Gm20605	0.024307757961800625	0.17302069947607965	-0.0482977842534316	0.0837721151297205
Gm2065	-0.5134421358178807	0.8091810931110275	0.030792586589233117	-0.14012150758405362
Gm20716	-0.6178109983133024	0.08804607553479156	-0.709032292343765	-1.2255180302079385
Gm20784	1.2423319966681925	-1.9358769674856555	-0.1164525395160263	0.5217008759318214
Gm21378	1.2423319966681925	-1.9358769674856555	-0.1164525395160263	0.5217008759318214
Gm2710	0.15600998920260167	0.4717475639911073	-0.9424348637370286	-1.1611437899561112
Gm28042	-0.00593786143605915	0.2297641567003287	-0.3196303366258793	-0.04329848932002525
Gm28043	-0.4854064220892762	0.7875206563746003	-0.42459680820231366	-0.3196424773291316
Gm3160	1.5076971106901134	-1.3499299640794167	0.03680762119704539	1.2534586231874218
Gm34939	-0.02398953283320071	-0.02750200177490658	0.3558908408354935	0.12554612982834867
Gm4204	-0.34134203378165584	0.8616060024430892	-0.3209193943428696	-0.5104112958604069
Gm42162	0.3263624553670704	0.017956553573859276	-0.11670322981544115	0.35145928687828076
Gm45734	0.2519617635876976	0.24615547752079792	-0.2834513425160754	-0.1734222098331566
Gm45935	-0.07973883312118347	0.14322091015694102	0.23301913457217346	0.3080161769243758
